#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
MCL	22	Light Green 21	6	CD200	9606.ENSP00000420298	OX-2 membrane glycoprotein; Costimulates T-cell proliferation. May regulate myeloid cell activity in a variety of tissues; CD molecules
MCL	22	Light Green 21	6	CD276	9606.ENSP00000320084	Immune costimulatory protein b7-h3; CD276 antigen; May participate in the regulation of T-cell-mediated immune response. May play a protective role in tumor cells by inhibiting natural-killer mediated cell lysis as well as a role of marker for detection of neuroblastoma cells. May be involved in the development of acute and chronic transplant rejection and in the regulation of lymphocytic activity at mucosal surfaces. Could also play a key role in providing the placenta and fetus with a suitable immunological environment throughout pregnancy. Both isoform 1 and isoform 2 appear to be r [...] 
MCL	22	Light Green 21	6	CD38	9606.ENSP00000226279	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1; Synthesizes the second messagers cyclic ADP-ribose and nicotinate-adenine dinucleotide phosphate, the former a second messenger for glucose-induced insulin secretion. Also has cADPr hydrolase activity. Also moonlights as a receptor in cells of the immune system; Belongs to the ADP-ribosyl cyclase family
MCL	22	Light Green 21	6	LRMP	9606.ENSP00000346442	Inositol 1,4,5-triphosphate receptor associated 2; Lymphoid-restricted membrane protein; Plays a role in the delivery of peptides to major histocompatibility complex (MHC) class I molecules; this occurs in a transporter associated with antigen processing (TAP)-independent manner. May play a role in taste signal transduction via ITPR3. May play a role during fertilization in pronucleus congression and fusion
MCL	22	Light Green 21	6	PTPRC	9606.ENSP00000411355	Receptor-type tyrosine-protein phosphatase C; Protein tyrosine-protein phosphatase required for T-cell activation through the antigen receptor. Acts as a positive regulator of T-cell coactivation upon binding to DPP4. The first PTPase domain has enzymatic activity, while the second one seems to affect the substrate specificity of the first one. Upon T-cell activation, recruits and dephosphorylates SKAP1 and FYN. Dephosphorylates LYN, and thereby modulates LYN activity (By similarity); Belongs to the protein-tyrosine phosphatase family. Receptor class 1/6 subfamily
MCL	22	Light Green 21	6	SIRPA	9606.ENSP00000382941	Tyrosine-protein phosphatase non-receptor type substrate 1; Immunoglobulin-like cell surface receptor for CD47. Acts as docking protein and induces translocation of PTPN6, PTPN11 and other binding partners from the cytosol to the plasma membrane. Supports adhesion of cerebellar neurons, neurite outgrowth and glial cell attachment. May play a key role in intracellular signaling during synaptogenesis and in synaptic function (By similarity). Involved in the negative regulation of receptor tyrosine kinase-coupled cellular responses induced by cell adhesion, growth factors or insulin. Medi [...] 
MCL	23	Light Green 18	6	HNRNPC	9606.ENSP00000451291	Heterogeneous nuclear ribonucleoproteins C1/C2; Binds pre-mRNA and nucleates the assembly of 40S hnRNP particles. Interacts with poly-U tracts in the 3'-UTR or 5'-UTR of mRNA and modulates the stability and the level of translation of bound mRNA molecules. Single HNRNPC tetramers bind 230-240 nucleotides. Trimers of HNRNPC tetramers bind 700 nucleotides. May play a role in the early steps of spliceosome assembly and pre-mRNA splicing. N6- methyladenosine (m6A) has been shown to alter the local structure in mRNAs and long non-coding RNAs (lncRNAs) via a mechanism named 'm(6)A-switch', f [...] 
MCL	23	Light Green 18	6	HNRNPK	9606.ENSP00000365439	Heterogeneous nuclear ribonucleoprotein K; One of the major pre-mRNA-binding proteins. Binds tenaciously to poly(C) sequences. Likely to play a role in the nuclear metabolism of hnRNAs, particularly for pre-mRNAs that contain cytidine-rich sequences. Can also bind poly(C) single- stranded DNA. Plays an important role in p53/TP53 response to DNA damage, acting at the level of both transcription activation and repression. When sumoylated, acts as a transcriptional coactivator of p53/TP53, playing a role in p21/CDKN1A and 14-3-3 sigma/SFN induction (By similarity). As far as transcription [...] 
MCL	23	Light Green 18	6	HNRNPU	9606.ENSP00000283179	Heterogeneous nuclear ribonucleoprotein U; DNA- and RNA-binding protein involved in several cellular processes such as nuclear chromatin organization, telomere-length regulation, transcription, mRNA alternative splicing and stability, Xist-mediated transcriptional silencing and mitotic cell progression. Plays a role in the regulation of interphase large-scale gene-rich chromatin organization through chromatin- associated RNAs (caRNAs) in a transcription-dependent manner, and thereby maintains genomic stability. Required for the localization of the long non-coding Xist RNA on the inacti [...] 
MCL	23	Light Green 18	6	NCL	9606.ENSP00000318195	Nucleolin; Nucleolin is the major nucleolar protein of growing eukaryotic cells. It is found associated with intranucleolar chromatin and pre-ribosomal particles. It induces chromatin decondensation by binding to histone H1. It is thought to play a role in pre-rRNA transcription and ribosome assembly. May play a role in the process of transcriptional elongation. Binds RNA oligonucleotides with 5'-UUAGGG-3' repeats more tightly than the telomeric single-stranded DNA 5'-TTAGGG-3' repeats
MCL	23	Light Green 18	6	PCBP2	9606.ENSP00000352438	Poly(rC)-binding protein 2; Single-stranded nucleic acid binding protein that binds preferentially to oligo dC. Major cellular poly(rC)-binding protein. Binds also poly(rU). Negatively regulates cellular antiviral responses mediated by MAVS signaling. It acts as an adapter between MAVS and the E3 ubiquitin ligase ITCH, therefore triggering MAVS ubiquitination and degradation
MCL	23	Light Green 18	6	PURA	9606.ENSP00000332706	Transcriptional activator protein Pur-alpha; This is a probable transcription activator that specifically binds the purine-rich single strand of the PUR element located upstream of the MYC gene. May play a role in the initiation of DNA replication and in recombination
MCL	24	Light Green 14	6	ASNA1	9606.ENSP00000466379	Guided entry of tail-anchored proteins factor 3, atpase; ATPase ASNA1; ATPase required for the post-translational delivery of tail-anchored (TA) proteins to the endoplasmic reticulum. Recognizes and selectively binds the transmembrane domain of TA proteins in the cytosol. This complex then targets to the endoplasmic reticulum by membrane-bound receptors, where the tail- anchored protein is released for insertion. This process is regulated by ATP binding and hydrolysis. ATP binding drives the homodimer towards the closed dimer state, facilitating recognition of newly synthesized TA memb [...] 
MCL	24	Light Green 14	6	C19orf10	9606.ENSP00000262947	Myeloid-derived growth factor; Bone marrow-derived monocyte and paracrine-acting protein that promotes cardiac myocyte survival and adaptive angiogenesis for cardiac protection and/or repair after myocardial infarction (MI). Stimulates endothelial cell proliferation through a MAPK1/3-, STAT3- and CCND1-mediated signaling pathway. Inhibits cardiac myocyte apoptosis in a PI3K/AKT-dependent signaling pathway (By similarity). Involved in endothelial cell proliferation and angiogenesis
MCL	24	Light Green 14	6	CYB5A	9606.ENSP00000341625	Cytochrome b5 type a; Cytochrome b5; Cytochrome b5 is a membrane bound hemoprotein which function as an electron carrier for several membrane bound oxygenases
MCL	24	Light Green 14	6	CYB5R3	9606.ENSP00000354468	NADH-cytochrome b5 reductase 3; Desaturation and elongation of fatty acids, cholesterol biosynthesis, drug metabolism, and, in erythrocyte, methemoglobin reduction
MCL	24	Light Green 14	6	PGRMC1	9606.ENSP00000217971	Membrane-associated progesterone receptor component 1; Component of a progesterone-binding protein complex. Binds progesterone. Has many reported cellular functions (heme homeostasis, interaction with CYPs); Belongs to the cytochrome b5 family. MAPR subfamily
MCL	24	Light Green 14	6	POR	9606.ENSP00000419970	NADPH--cytochrome P450 reductase; This enzyme is required for electron transfer from NADP to cytochrome P450 in microsomes. It can also provide electron transfer to heme oxygenase and cytochrome B5; Belongs to the NADPH--cytochrome P450 reductase family
MCL	25	Light Green 10	6	DNAJC10	9606.ENSP00000264065	Dnaj heat shock protein family (hsp40) member c10; DnaJ homolog subfamily C member 10; Endoplasmic reticulum disulfide reductase involved both in the correct folding of proteins and degradation of misfolded proteins. Required for efficient folding of proteins in the endoplasmic reticulum by catalyzing the removal of non-native disulfide bonds formed during the folding of proteins, such as LDLR. Also involved in endoplasmic reticulum-associated degradation (ERAD) by reducing incorrect disulfide bonds in misfolded glycoproteins recognized by EDEM1. Interaction with HSPA5 is required its  [...] 
MCL	25	Light Green 10	6	HSPA5	9606.ENSP00000324173	78 kDa glucose-regulated protein; Plays a role in facilitating the assembly of multimeric protein complexes inside the endoplasmic reticulum. Involved in the correct folding of proteins and degradation of misfolded proteins via its interaction with DNAJC10, probably to facilitate the release of DNAJC10 from its substrate (By similarity); Belongs to the heat shock protein 70 family
MCL	25	Light Green 10	6	HYOU1	9606.ENSP00000480150	Hypoxia up-regulated protein 1; Has a pivotal role in cytoprotective cellular mechanisms triggered by oxygen deprivation. May play a role as a molecular chaperone and participate in protein folding; Belongs to the heat shock protein 70 family
MCL	25	Light Green 10	6	LRRC59	9606.ENSP00000225972	Leucine-rich repeat-containing protein 59; Required for nuclear import of FGF1, but not that of FGF2. Might regulate nuclear import of exogenous FGF1 by facilitating interaction with the nuclear import machinery and by transporting cytosolic FGF1 to, and possibly through, the nuclear pores
MCL	25	Light Green 10	6	PPIB	9606.ENSP00000300026	Peptidyl-prolyl cis-trans isomerase B; PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides; Cyclophilin peptidylprolyl isomerases
MCL	25	Light Green 10	6	PRDX4	9606.ENSP00000368646	Peroxiredoxin-4; Thiol-specific peroxidase that catalyzes the reduction of hydrogen peroxide and organic hydroperoxides to water and alcohols, respectively. Plays a role in cell protection against oxidative stress by detoxifying peroxides and as sensor of hydrogen peroxide-mediated signaling events. Regulates the activation of NF-kappa-B in the cytosol by a modulation of I- kappa-B-alpha phosphorylation; Peroxiredoxins
MCL	26	Light Green 6	5	PBXIP1	9606.ENSP00000357448	Pre-B-cell leukemia transcription factor-interacting protein 1; Regulator of pre-B-cell leukemia transcription factors (BPXs) function. Inhibits the binding of PBX1-HOX complex to DNA and blocks the transcriptional activity of E2A-PBX1. Tethers estrogen receptor-alpha (ESR1) to microtubules and allows them to influence estrogen receptors-alpha signaling
